order_id,sku_category,basket_size,pick_time,congestion_score,warehouse_wait_time,rider_distance_km,delivery_time,sla_breach,order_cost,city_zone,peak_hour,pick_cost,staging_cost,last_mile_cost
1251,Fruits,10,28,7,14,8.38,65,1,125.84,South,0,42.0,16.8,67.04
1252,Frozen,13,26,2,10,1.49,40,1,62.92,South,0,39.0,12.0,11.92
1253,Dairy,13,7,2,13,10.38,42,1,109.14,North,0,10.5,15.6,83.04
1254,Household,4,17,7,11,3.51,42,1,66.78,South,0,25.5,13.2,28.08
1255,Vegetables,6,25,9,16,7.54,65,1,117.02,North,0,37.5,19.2,60.32
1256,Household,3,25,10,1,8.69,53,1,108.22,West,1,37.5,1.2,69.52
1257,Beverages,3,13,1,16,1.64,33,1,51.82,North,0,19.5,19.2,13.12
1258,Snacks,3,32,5,2,8.27,55,1,116.56,West,0,48.0,2.4,66.16
1259,Frozen,10,11,5,18,5.63,45,1,83.14,South,1,16.5,21.599999999999998,45.04
1260,Dairy,13,20,6,8,5.68,45,1,85.04,North,1,30.0,9.6,45.44
1261,Snacks,12,25,2,4,1.88,34,1,57.34,West,0,37.5,4.8,15.04
1262,Snacks,1,25,10,11,8.52,63,1,118.86,North,0,37.5,13.2,68.16
1263,Dairy,10,12,4,9,2.14,29,0,45.92,East,0,18.0,10.799999999999999,17.12
1264,Snacks,9,19,5,1,3.14,31,1,54.82,North,0,28.5,1.2,25.12
1265,Household,4,11,8,19,1.27,40,1,49.46,South,0,16.5,22.8,10.16
1266,Household,1,5,7,17,7.42,43,1,87.26,East,1,7.5,20.4,59.36
1267,Beverages,3,12,1,15,10.71,49,1,121.68,West,0,18.0,18.0,85.68
1268,Beverages,13,12,3,15,5.45,40,1,79.6,West,1,18.0,18.0,43.6
1269,Frozen,15,16,5,19,1.45,42,1,58.4,North,1,24.0,22.8,11.6
1270,Frozen,6,24,2,3,5.61,40,1,84.48,East,1,36.0,3.5999999999999996,44.88
1271,Vegetables,1,31,9,15,1.44,57,1,76.02,East,0,46.5,18.0,11.52
1272,Beverages,2,15,2,20,1.84,40,1,61.22,South,1,22.5,24.0,14.72
1273,Fruits,1,38,5,12,6.94,68,1,126.92,North,1,57.0,14.399999999999999,55.52
1274,Dairy,14,15,6,13,6.62,47,1,91.06,South,0,22.5,15.6,52.96
1275,Vegetables,9,25,8,10,6.55,56,1,101.9,North,1,37.5,12.0,52.4
1276,Dairy,7,28,3,2,10.99,54,1,132.32,North,0,42.0,2.4,87.92
1277,Fruits,4,40,3,8,6.5,64,1,121.6,North,0,60.0,9.6,52.0
1278,Vegetables,7,39,10,7,5.81,67,1,113.38,West,0,58.5,8.4,46.48
1279,Frozen,13,5,8,20,8.07,49,1,96.06,West,1,7.5,24.0,64.56
1280,Snacks,14,9,1,12,3.6,29,0,56.7,West,0,13.5,14.399999999999999,28.8
1281,Beverages,4,5,10,3,1.39,20,0,22.22,South,1,7.5,3.5999999999999996,11.12
1282,Frozen,6,26,1,19,1.01,48,1,69.88,South,0,39.0,22.8,8.08
1283,Snacks,11,19,7,15,3.93,48,1,77.94,West,1,28.5,18.0,31.44
1284,Dairy,7,22,8,17,2.33,51,1,72.04,West,0,33.0,20.4,18.64
1285,Snacks,14,20,10,8,4.16,46,1,72.88,East,0,30.0,9.6,33.28
1286,Vegetables,4,22,4,9,11.55,58,1,136.2,North,1,33.0,10.799999999999999,92.4
1287,Household,4,39,9,9,1.54,60,1,81.62,South,0,58.5,10.799999999999999,12.32
1288,Frozen,2,20,10,4,10.8,55,1,121.2,South,1,30.0,4.8,86.4
1289,Frozen,8,27,7,10,5.65,55,1,97.7,North,0,40.5,12.0,45.2
1290,Dairy,10,17,8,9,9.33,52,1,110.94,North,1,25.5,10.799999999999999,74.64
1291,Vegetables,9,34,4,18,7.19,70,1,130.12,East,1,51.0,21.599999999999998,57.52
1292,Household,3,37,1,18,9.19,74,1,150.62,East,0,55.5,21.599999999999998,73.52
1293,Vegetables,15,39,3,6,2.19,52,1,83.22,West,0,58.5,7.199999999999999,17.52
1294,Vegetables,4,13,6,9,4.49,36,1,66.22,North,1,19.5,10.799999999999999,35.92
1295,Vegetables,15,27,10,16,5.57,64,1,104.26,West,1,40.5,19.2,44.56
1296,Dairy,6,25,10,13,4.95,57,1,92.7,South,1,37.5,15.6,39.6
1297,Dairy,3,6,4,19,3.82,36,1,62.36,East,0,9.0,22.8,30.56
1298,Vegetables,4,14,9,11,5.06,44,1,74.68,East,1,21.0,13.2,40.48
1299,Fruits,6,9,5,16,1.32,32,1,43.26,West,1,13.5,19.2,10.56
1300,Vegetables,2,32,2,15,10.32,69,1,148.56,South,0,48.0,18.0,82.56
1301,Frozen,13,13,4,1,6.87,31,1,75.66,North,0,19.5,1.2,54.96
1302,Vegetables,15,8,9,5,2.62,27,0,38.96,West,0,12.0,6.0,20.96
1303,Dairy,6,36,10,3,4.6,58,1,94.4,South,1,54.0,3.5999999999999996,36.8
1304,Beverages,4,18,2,18,5.42,48,1,91.96,South,0,27.0,21.599999999999998,43.36
1305,Vegetables,8,13,5,10,1.07,30,0,40.06,South,1,19.5,12.0,8.56
1306,Dairy,13,11,2,10,3.07,29,0,53.06,South,1,16.5,12.0,24.56
1307,Beverages,10,22,10,3,10.59,56,1,121.32,East,0,33.0,3.5999999999999996,84.72
1308,Beverages,7,30,5,3,9.52,57,1,124.76,West,1,45.0,3.5999999999999996,76.16
1309,Fruits,15,15,7,8,10.46,50,1,115.78,East,1,22.5,9.6,83.68
1310,Snacks,8,10,8,1,6.05,31,1,64.6,South,0,15.0,1.2,48.4
1311,Fruits,2,20,1,3,8.55,41,1,102.0,North,0,30.0,3.5999999999999996,68.4
1312,Dairy,5,28,6,4,1.51,41,1,58.88,North,0,42.0,4.8,12.08
1313,Beverages,3,40,6,13,9.49,77,1,151.52,East,0,60.0,15.6,75.92
1314,Household,10,33,2,14,9.9,68,1,145.5,West,1,49.5,16.8,79.2
1315,Fruits,10,25,5,8,10.67,59,1,132.46,North,0,37.5,9.6,85.36
1316,Snacks,11,26,4,10,2.62,45,1,71.96,North,0,39.0,12.0,20.96
1317,Fruits,12,21,2,2,4.17,33,1,67.26,South,1,31.5,2.4,33.36
1318,Vegetables,3,25,5,4,9.02,52,1,114.46,North,1,37.5,4.8,72.16
1319,Frozen,3,6,7,11,2.53,29,0,42.44,West,1,9.0,13.2,20.24
1320,Fruits,2,13,2,8,9.77,42,1,107.26,North,0,19.5,9.6,78.16
1321,Beverages,5,19,6,9,4.24,42,1,73.22,East,1,28.5,10.799999999999999,33.92
1322,Dairy,11,33,1,1,4.55,44,1,87.1,North,1,49.5,1.2,36.4
1323,Dairy,13,39,8,20,7.32,81,1,141.06,North,1,58.5,24.0,58.56
1324,Household,12,16,1,1,6.85,31,1,80.0,West,0,24.0,1.2,54.8
1325,Household,13,11,2,19,11.06,54,1,127.78,East,0,16.5,22.8,88.48
1326,Household,12,33,5,17,5.47,65,1,113.66,West,0,49.5,20.4,43.76
1327,Snacks,3,17,5,2,6.27,36,1,78.06,West,0,25.5,2.4,50.16
1328,Snacks,9,24,2,20,7.39,60,1,119.12,North,1,36.0,24.0,59.12
1329,Dairy,12,29,4,1,3.82,41,1,75.26,East,1,43.5,1.2,30.56
1330,Frozen,2,27,7,10,9.94,63,1,132.02,North,0,40.5,12.0,79.52
1331,Snacks,4,36,9,1,7.45,60,1,114.8,West,0,54.0,1.2,59.6
1332,Household,7,8,3,4,9.69,34,1,94.32,South,1,12.0,4.8,77.52
1333,Frozen,5,11,8,18,10.27,57,1,120.26,West,0,16.5,21.599999999999998,82.16
1334,Vegetables,12,36,9,3,5.84,59,1,104.32,North,1,54.0,3.5999999999999996,46.72
1335,Household,4,11,1,11,6.52,36,1,81.86,South,0,16.5,13.2,52.16
1336,Dairy,3,34,1,2,2.73,42,1,75.24,South,1,51.0,2.4,21.84
1337,Vegetables,15,10,8,7,7.24,39,1,81.32,East,1,15.0,8.4,57.92
1338,Frozen,8,19,5,5,4.48,37,1,70.34,South,0,28.5,6.0,35.84
1339,Beverages,2,32,3,14,9.13,67,1,137.84,North,1,48.0,16.8,73.04
1340,Fruits,3,34,9,8,11.64,74,1,153.72,North,0,51.0,9.6,93.12
1341,Dairy,11,12,8,5,5.4,35,1,67.2,East,0,18.0,6.0,43.2
1342,Snacks,1,26,8,10,8.52,61,1,119.16,South,0,39.0,12.0,68.16
1343,Vegetables,11,22,4,17,6.36,55,1,104.28,West,1,33.0,20.4,50.88
1344,Beverages,13,12,6,6,7.02,38,1,81.36,South,1,18.0,7.199999999999999,56.16
1345,Household,6,17,8,14,11.64,62,1,135.42,East,0,25.5,16.8,93.12
1346,Vegetables,10,17,6,15,3.51,45,1,71.58,East,1,25.5,18.0,28.08
1347,Fruits,15,35,3,19,4.15,65,1,108.5,South,0,52.5,22.8,33.2
1348,Household,14,8,7,2,10.8,38,1,100.8,West,0,12.0,2.4,86.4
1349,Household,7,6,6,12,1.98,27,0,39.24,East,1,9.0,14.399999999999999,15.84
1350,Snacks,15,39,7,12,1.03,60,1,81.14,West,1,58.5,14.399999999999999,8.24
1351,Snacks,8,34,5,10,7.44,63,1,122.52,East,1,51.0,12.0,59.52
1352,Household,4,28,7,10,4.18,53,1,87.44,South,1,42.0,12.0,33.44
1353,Beverages,5,28,2,3,3.55,40,1,74.0,West,0,42.0,3.5999999999999996,28.4
1354,Frozen,4,23,6,8,7.95,52,1,107.7,East,1,34.5,9.6,63.6
1355,Beverages,13,5,7,6,9.25,36,1,88.7,South,1,7.5,7.199999999999999,74.0
1356,Dairy,12,27,7,19,10.96,74,1,150.98,East,0,40.5,22.8,87.68
1357,Vegetables,12,13,1,18,8.27,48,1,107.26,West,1,19.5,21.599999999999998,66.16
1358,Frozen,1,40,4,13,1.29,59,1,85.92,North,0,60.0,15.6,10.32
1359,Beverages,9,31,2,3,2.31,40,1,68.58,North,0,46.5,3.5999999999999996,18.48
1360,Fruits,6,33,10,12,10.48,75,1,147.74,North,1,49.5,14.399999999999999,83.84
1361,Beverages,7,37,9,1,6.49,59,1,108.62,North,1,55.5,1.2,51.92
1362,Household,3,33,4,13,6.64,63,1,118.22,West,0,49.5,15.6,53.12
1363,Dairy,14,23,5,8,5.75,47,1,90.1,North,0,34.5,9.6,46.0
1364,Frozen,6,33,5,10,4.16,56,1,94.78,West,1,49.5,12.0,33.28
1365,Frozen,11,8,6,8,2.4,26,0,40.8,East,1,12.0,9.6,19.2
1366,Beverages,14,26,8,14,5.26,58,1,97.88,North,0,39.0,16.8,42.08
1367,Fruits,3,21,9,19,5.46,59,1,97.98,North,0,31.5,22.8,43.68
1368,Fruits,13,8,4,4,11.83,39,1,111.44,West,1,12.0,4.8,94.64
1369,Fruits,4,19,10,12,11.25,63,1,132.9,South,1,28.5,14.399999999999999,90.0
1370,Fruits,13,7,8,15,2.96,35,1,52.18,North,0,10.5,18.0,23.68
1371,Dairy,10,14,6,6,3.17,32,1,53.56,East,1,21.0,7.199999999999999,25.36
1372,Beverages,4,27,1,4,4.85,41,1,84.1,South,1,40.5,4.8,38.8
1373,Vegetables,6,22,4,4,11.36,52,1,128.68,West,1,33.0,4.8,90.88
1374,Dairy,12,24,6,3,1.08,35,1,48.24,East,0,36.0,3.5999999999999996,8.64
1375,Frozen,12,28,6,12,5.87,57,1,103.36,South,0,42.0,14.399999999999999,46.96
1376,Snacks,10,14,5,6,7.86,40,1,91.08,North,0,21.0,7.199999999999999,62.88
1377,Household,15,31,1,10,4.05,50,1,90.9,West,1,46.5,12.0,32.4
1378,Snacks,3,22,3,7,7.06,46,1,97.88,South,1,33.0,8.4,56.48
1379,Vegetables,10,28,8,10,6.68,59,1,107.44,North,1,42.0,12.0,53.44
1380,Snacks,1,21,1,15,6.89,50,1,104.62,West,1,31.5,18.0,55.12
1381,Dairy,4,12,5,4,4.84,30,0,61.52,East,0,18.0,4.8,38.72
1382,Dairy,4,11,10,5,7.12,40,1,79.46,North,1,16.5,6.0,56.96
1383,Vegetables,11,11,3,17,2.59,36,1,57.62,East,0,16.5,20.4,20.72
1384,Frozen,10,7,10,17,5.2,44,1,72.5,North,1,10.5,20.4,41.6
1385,Snacks,11,39,2,6,7.67,62,1,127.06,South,0,58.5,7.199999999999999,61.36
1386,Vegetables,15,35,3,18,7.5,71,1,134.1,West,0,52.5,21.599999999999998,60.0
1387,Household,4,14,8,1,10.68,44,1,107.64,West,1,21.0,1.2,85.44
1388,Frozen,9,12,6,12,7.26,44,1,90.48,West,0,18.0,14.399999999999999,58.08
1389,Snacks,6,31,6,14,5.74,62,1,109.22,South,1,46.5,16.8,45.92
1390,Vegetables,1,25,9,19,7.34,67,1,119.02,West,0,37.5,22.8,58.72
1391,Vegetables,1,23,7,7,3.96,44,1,74.58,South,0,34.5,8.4,31.68
1392,Fruits,14,7,9,6,10.46,42,1,101.38,East,1,10.5,7.199999999999999,83.68
1393,Frozen,6,12,4,4,4.18,28,0,56.24,North,0,18.0,4.8,33.44
1394,Fruits,7,40,8,6,11.88,77,1,162.24,South,1,60.0,7.199999999999999,95.04
1395,Snacks,6,37,1,5,8.34,59,1,128.22,South,0,55.5,6.0,66.72
1396,Beverages,11,31,5,13,3.32,55,1,88.66,North,1,46.5,15.6,26.56
1397,Fruits,12,35,10,11,1.06,58,1,74.18,North,0,52.5,13.2,8.48
1398,Fruits,9,8,5,11,9.99,43,1,105.12,East,0,12.0,13.2,79.92
1399,Household,5,38,10,12,3.11,66,1,96.28,North,1,57.0,14.399999999999999,24.88
1400,Fruits,3,30,7,18,4.89,64,1,105.72,East,1,45.0,21.599999999999998,39.12
1401,Frozen,1,12,3,7,7.86,37,1,89.28,East,1,18.0,8.4,62.88
1402,Dairy,9,8,6,10,4.26,32,1,58.08,North,0,12.0,12.0,34.08
1403,Household,9,33,10,8,8.04,67,1,123.42,North,1,49.5,9.6,64.32
1404,Household,5,22,9,2,4.86,42,1,74.28,South,1,33.0,2.4,38.88
1405,Frozen,15,19,3,3,4.07,33,1,64.66,East,1,28.5,3.5999999999999996,32.56
1406,Vegetables,2,5,6,1,6.15,24,0,57.9,South,1,7.5,1.2,49.2
1407,Vegetables,1,17,10,13,10.96,61,1,128.78,East,0,25.5,15.6,87.68
1408,Beverages,14,21,10,7,10.67,59,1,125.26,East,0,31.5,8.4,85.36
1409,Household,13,28,3,12,5.15,53,1,97.6,East,1,42.0,14.399999999999999,41.2
1410,Snacks,4,9,10,7,11.43,48,1,113.34,West,0,13.5,8.4,91.44
1411,Snacks,15,11,9,2,9.96,41,1,98.58,North,1,16.5,2.4,79.68
1412,Snacks,1,11,7,14,5.36,42,1,76.18,South,1,16.5,16.8,42.88
1413,Fruits,8,34,5,10,7.51,64,1,123.08,North,1,51.0,12.0,60.08
1414,Dairy,9,18,10,2,1.27,32,1,39.56,North,0,27.0,2.4,10.16
1415,Vegetables,11,28,6,20,11.05,76,1,154.4,South,0,42.0,24.0,88.4
1416,Frozen,12,27,5,2,8.69,51,1,112.42,South,1,40.5,2.4,69.52
1417,Vegetables,11,11,5,8,4.51,33,1,62.18,South,0,16.5,9.6,36.08
1418,Household,8,39,9,17,1.89,68,1,94.02,North,1,58.5,20.4,15.12
1419,Snacks,3,40,9,12,9.39,79,1,149.52,West,1,60.0,14.399999999999999,75.12
1420,Beverages,10,7,4,11,3.82,29,0,54.26,South,0,10.5,13.2,30.56
1421,Beverages,4,36,6,17,11.06,81,1,162.88,South,0,54.0,20.4,88.48
1422,Vegetables,3,8,9,13,9.3,48,1,102.0,East,0,12.0,15.6,74.4
1423,Frozen,3,19,7,20,11.44,68,1,144.02,East,1,28.5,24.0,91.52
1424,Fruits,12,15,9,16,5.13,50,1,82.74,South,0,22.5,19.2,41.04
1425,Dairy,14,37,7,5,2.67,54,1,82.86,South,0,55.5,6.0,21.36
1426,Household,8,25,2,3,4.84,39,1,79.82,South,0,37.5,3.5999999999999996,38.72
1427,Dairy,9,29,8,15,7.75,67,1,123.5,South,0,43.5,18.0,62.0
1428,Fruits,3,11,6,8,10.88,46,1,113.14,East,0,16.5,9.6,87.04
1429,Household,4,22,3,7,6.95,45,1,97.0,North,0,33.0,8.4,55.6
1430,Fruits,2,10,2,10,7.2,36,1,84.6,East,1,15.0,12.0,57.6
1431,Frozen,15,13,8,9,2.16,34,1,47.58,West,0,19.5,10.799999999999999,17.28
1432,Household,2,24,3,20,7.23,61,1,117.84,North,0,36.0,24.0,57.84
1433,Snacks,14,10,5,6,3.59,28,0,50.92,North,0,15.0,7.199999999999999,28.72
1434,Fruits,2,35,4,14,8.62,70,1,138.26,North,0,52.5,16.8,68.96
1435,Fruits,2,38,9,13,9.3,78,1,147.0,North,1,57.0,15.6,74.4
1436,Fruits,5,18,4,16,9.77,57,1,124.36,East,0,27.0,19.2,78.16
1437,Beverages,14,29,8,6,9.95,62,1,130.3,North,0,43.5,7.199999999999999,79.6
1438,Frozen,3,16,6,10,9.47,50,1,111.76,North,1,24.0,12.0,75.76
1439,Snacks,11,33,3,20,8.31,72,1,139.98,West,0,49.5,24.0,66.48
1440,Vegetables,4,20,9,13,7.4,56,1,104.8,West,0,30.0,15.6,59.2
1441,Frozen,12,23,4,18,1.99,48,1,72.02,North,1,34.5,21.599999999999998,15.92
1442,Fruits,9,34,6,12,7.65,67,1,126.6,North,1,51.0,14.399999999999999,61.2
1443,Household,11,32,6,7,8.65,62,1,125.6,North,1,48.0,8.4,69.2
1444,Fruits,15,12,8,6,4.31,34,1,59.68,East,1,18.0,7.199999999999999,34.48
1445,Vegetables,8,5,1,14,3.5,27,0,52.3,North,1,7.5,16.8,28.0
1446,Dairy,10,36,2,13,9.86,70,1,148.48,North,0,54.0,15.6,78.88
1447,Fruits,4,14,3,17,4.86,43,1,80.28,North,1,21.0,20.4,38.88
1448,Snacks,6,24,6,7,9.27,55,1,118.56,West,1,36.0,8.4,74.16
1449,Vegetables,7,13,6,1,3.17,26,0,46.06,South,0,19.5,1.2,25.36
1450,Snacks,7,8,5,19,10.34,52,1,117.52,South,0,12.0,22.8,82.72
1451,Vegetables,9,39,5,8,3.96,59,1,99.78,South,0,58.5,9.6,31.68
1452,Vegetables,15,5,8,13,1.36,28,0,33.98,East,0,7.5,15.6,10.88
1453,Fruits,7,9,1,19,4.91,38,1,75.58,East,1,13.5,22.8,39.28
1454,Beverages,11,38,5,5,5.88,59,1,110.04,West,1,57.0,6.0,47.04
1455,Frozen,13,29,3,18,10.23,70,1,146.94,West,1,43.5,21.599999999999998,81.84
1456,Household,2,34,10,11,7.85,70,1,127.0,West,0,51.0,13.2,62.8
1457,Snacks,14,26,6,4,10.26,56,1,125.88,East,1,39.0,4.8,82.08
1458,Beverages,5,36,7,10,10.87,74,1,152.96,South,1,54.0,12.0,86.96
1459,Fruits,5,16,7,6,9.48,47,1,107.04,East,1,24.0,7.199999999999999,75.84
1460,Household,3,21,9,1,2.06,35,1,49.18,North,0,31.5,1.2,16.48
1461,Vegetables,2,10,10,5,7.74,40,1,82.92,West,1,15.0,6.0,61.92
1462,Fruits,13,37,3,20,10.46,80,1,163.18,West,1,55.5,24.0,83.68
1463,Snacks,10,25,1,5,4.78,40,1,81.74,North,0,37.5,6.0,38.24
1464,Beverages,8,6,7,3,9.75,35,1,90.6,East,1,9.0,3.5999999999999996,78.0
1465,Fruits,9,32,4,2,11.38,60,1,141.44,South,0,48.0,2.4,91.04
1466,Household,11,32,7,9,9.16,66,1,132.08,North,1,48.0,10.799999999999999,73.28
1467,Vegetables,4,35,7,9,3.46,57,1,90.98,South,1,52.5,10.799999999999999,27.68
1468,Fruits,15,15,2,12,8.05,45,1,101.3,West,0,22.5,14.399999999999999,64.4
1469,Beverages,4,29,6,2,8.34,53,1,112.62,South,0,43.5,2.4,66.72
1470,Household,10,15,3,2,4.2,28,0,58.5,North,1,22.5,2.4,33.6
1471,Vegetables,12,8,3,15,10.06,46,1,110.48,North,1,12.0,18.0,80.48
1472,Frozen,10,9,8,1,1.23,20,0,24.54,East,0,13.5,1.2,9.84
1473,Beverages,11,26,6,8,7.75,55,1,110.6,South,0,39.0,9.6,62.0
1474,Vegetables,14,13,10,12,9.19,53,1,107.42,East,0,19.5,14.399999999999999,73.52
1475,Vegetables,2,8,9,13,5.81,41,1,74.08,West,0,12.0,15.6,46.48
1476,Dairy,9,36,5,9,9.72,69,1,142.56,West,1,54.0,10.799999999999999,77.76
1477,Snacks,13,26,4,2,4.01,40,1,73.48,South,0,39.0,2.4,32.08
1478,Frozen,1,23,9,19,1.57,54,1,69.86,North,1,34.5,22.8,12.56
1479,Vegetables,6,17,4,17,4.02,46,1,78.06,East,1,25.5,20.4,32.16
1480,Frozen,1,14,9,9,1.72,35,1,45.56,South,1,21.0,10.799999999999999,13.76
1481,Household,3,38,3,1,11.45,64,1,149.8,East,1,57.0,1.2,91.6
1482,Beverages,10,20,3,11,6.89,47,1,98.32,East,1,30.0,13.2,55.12
1483,Fruits,8,15,9,16,8.96,57,1,113.38,East,0,22.5,19.2,71.68
1484,Beverages,5,38,10,4,5.68,63,1,107.24,North,0,57.0,4.8,45.44
1485,Vegetables,5,24,5,8,9.1,55,1,118.4,West,0,36.0,9.6,72.8
1486,Fruits,15,19,9,2,8.66,47,1,100.18,East,0,28.5,2.4,69.28
1487,Beverages,4,19,2,14,6.2,47,1,94.9,East,0,28.5,16.8,49.6
1488,Fruits,3,29,7,18,2.53,59,1,85.34,North,0,43.5,21.599999999999998,20.24
1489,Household,7,29,5,3,3.81,44,1,77.58,East,0,43.5,3.5999999999999996,30.48
1490,Frozen,13,30,5,1,3.44,42,1,73.72,North,0,45.0,1.2,27.52
1491,Dairy,14,32,3,6,1.37,43,1,66.16,North,0,48.0,7.199999999999999,10.96
1492,Dairy,2,21,5,11,2.04,41,1,61.02,West,0,31.5,13.2,16.32
1493,Frozen,11,7,10,18,6.95,48,1,87.7,West,0,10.5,21.599999999999998,55.6
1494,Fruits,13,13,2,13,4.75,37,1,73.1,East,1,19.5,15.6,38.0
1495,Snacks,4,21,1,8,5.46,40,1,84.78,West,1,31.5,9.6,43.68
1496,Fruits,1,28,2,1,11.09,53,1,131.92,East,1,42.0,1.2,88.72
1497,Vegetables,9,35,1,10,3.83,53,1,95.14,South,0,52.5,12.0,30.64
1498,Vegetables,2,15,5,20,2.53,45,1,66.74,North,1,22.5,24.0,20.24
1499,Beverages,11,19,7,16,3.45,48,1,75.3,West,0,28.5,19.2,27.6
1500,Snacks,12,15,6,4,11.12,47,1,116.26,South,0,22.5,4.8,88.96
1501,Vegetables,3,30,6,12,3.56,55,1,87.88,West,0,45.0,14.399999999999999,28.48
1502,Dairy,7,23,3,14,5.87,51,1,98.26,West,0,34.5,16.8,46.96
1503,Fruits,4,17,1,20,8.63,55,1,118.54,South,0,25.5,24.0,69.04
1504,Vegetables,6,18,7,7,9.61,51,1,112.28,West,1,27.0,8.4,76.88
1505,Frozen,2,6,9,8,8.6,40,1,87.4,West,1,9.0,9.6,68.8
1506,Dairy,3,33,1,3,8.47,53,1,120.86,North,0,49.5,3.5999999999999996,67.76
1507,Dairy,3,20,6,6,6.98,45,1,93.04,East,0,30.0,7.199999999999999,55.84
1508,Vegetables,3,32,1,20,8.01,69,1,136.08,South,1,48.0,24.0,64.08
1509,Vegetables,15,33,9,20,11.72,85,1,167.26,West,0,49.5,24.0,93.76
1510,Frozen,7,12,7,1,5.37,30,0,62.16,South,0,18.0,1.2,42.96
1511,Household,7,15,2,17,8.56,51,1,111.38,West,1,22.5,20.4,68.48
1512,Fruits,14,14,2,16,9.08,50,1,112.84,South,0,21.0,19.2,72.64
1513,Snacks,4,26,4,20,7.41,64,1,122.28,South,1,39.0,24.0,59.28
1514,Frozen,7,31,7,15,5.96,64,1,112.18,West,0,46.5,18.0,47.68
1515,Dairy,13,17,5,4,2.53,31,1,50.54,North,1,25.5,4.8,20.24
1516,Vegetables,6,11,4,18,10.1,53,1,118.9,South,0,16.5,21.599999999999998,80.8
1517,Dairy,6,12,7,9,7.1,42,1,85.6,South,0,18.0,10.799999999999999,56.8
1518,Snacks,10,16,10,17,7.12,57,1,101.36,South,1,24.0,20.4,56.96
1519,Beverages,13,6,8,9,9.23,41,1,93.64,South,0,9.0,10.799999999999999,73.84
1520,Frozen,13,38,2,11,11.75,74,1,164.2,South,0,57.0,13.2,94.0
1521,Beverages,8,40,2,3,2.97,50,1,87.36,West,1,60.0,3.5999999999999996,23.76
1522,Dairy,9,24,7,4,2.52,40,1,60.96,South,1,36.0,4.8,20.16
1523,Fruits,13,13,6,1,5.86,31,1,67.58,East,0,19.5,1.2,46.88
1524,Household,8,13,10,9,5.87,43,1,77.26,East,0,19.5,10.799999999999999,46.96
1525,Beverages,7,14,2,20,9.49,54,1,120.92,East,0,21.0,24.0,75.92
1526,Household,13,9,6,10,1.8,28,0,39.9,South,1,13.5,12.0,14.4
1527,Beverages,5,24,1,15,2.25,44,1,72.0,South,1,36.0,18.0,18.0
1528,Frozen,3,40,6,9,8.19,71,1,136.32,East,1,60.0,10.799999999999999,65.52
1529,Vegetables,10,25,5,9,9.29,57,1,122.62,East,0,37.5,10.799999999999999,74.32
1530,Household,1,12,3,20,11.92,58,1,137.36,East,0,18.0,24.0,95.36
1531,Dairy,13,18,7,20,2.24,49,1,68.92,West,1,27.0,24.0,17.92
1532,Beverages,2,39,4,19,6.23,74,1,131.14,North,1,58.5,22.8,49.84
1533,Vegetables,2,25,6,20,1.16,53,1,70.78,East,0,37.5,24.0,9.28
1534,Dairy,7,25,10,7,2.66,47,1,67.18,East,1,37.5,8.4,21.28
1535,Dairy,2,18,10,5,4.08,41,1,65.64,West,0,27.0,6.0,32.64
1536,Dairy,2,16,9,6,9.07,49,1,103.76,North,1,24.0,7.199999999999999,72.56
1537,Fruits,10,36,3,15,8.09,70,1,136.72,East,0,54.0,18.0,64.72
1538,Vegetables,8,40,6,1,5.27,57,1,103.36,East,0,60.0,1.2,42.16
1539,Fruits,2,22,10,16,4.57,57,1,88.76,East,0,33.0,19.2,36.56
1540,Snacks,7,24,6,15,9.76,64,1,132.08,North,1,36.0,18.0,78.08
1541,Beverages,1,25,3,3,8.76,48,1,111.18,East,1,37.5,3.5999999999999996,70.08
1542,Snacks,7,6,5,10,7.29,35,1,79.32,East,1,9.0,12.0,58.32
1543,Snacks,11,8,6,7,9.53,40,1,96.64,South,1,12.0,8.4,76.24
1544,Beverages,8,34,6,19,6.74,72,1,127.72,South,1,51.0,22.8,53.92
1545,Snacks,10,37,5,2,2.09,48,1,74.62,East,1,55.5,2.4,16.72
1546,Fruits,5,36,8,16,6.38,72,1,124.24,South,1,54.0,19.2,51.04
1547,Household,10,37,6,2,2.17,49,1,75.26,East,0,55.5,2.4,17.36
1548,Beverages,3,32,8,13,11.38,75,1,154.64,North,1,48.0,15.6,91.04
1549,Dairy,5,15,7,17,2.38,43,1,61.94,West,1,22.5,20.4,19.04
1550,Frozen,12,19,7,9,5.42,45,1,82.66,North,0,28.5,10.799999999999999,43.36
1551,Frozen,5,5,6,17,11.26,50,1,117.98,South,1,7.5,20.4,90.08
1552,Household,7,16,6,19,7.74,56,1,108.72,South,0,24.0,22.8,61.92
1553,Frozen,14,15,6,7,1.57,31,1,43.46,West,0,22.5,8.4,12.56
1554,Vegetables,2,15,1,10,5.91,37,1,81.78,West,1,22.5,12.0,47.28
1555,Snacks,14,37,9,4,3.07,56,1,84.86,South,1,55.5,4.8,24.56
1556,Household,12,28,10,7,9.43,63,1,125.84,East,0,42.0,8.4,75.44
1557,Dairy,12,10,4,13,7.3,41,1,89.0,North,1,15.0,15.6,58.4
1558,Household,9,17,2,1,2.48,24,0,46.54,North,0,25.5,1.2,19.84
1559,Snacks,4,10,2,7,6.22,31,1,73.16,West,1,15.0,8.4,49.76
